Gmt time,Open,High,Low,Close,Volume
03.01.2017 10:15:00.000,1148.048,1148.159,1147.749,1147.959,174929.9987
03.01.2017 10:20:00.000,1147.861,1148.068,1147.751,1147.911,123710.0018
03.01.2017 10:25:00.000,1147.911,1148.181,1147.812,1147.838,107210.00090000001
03.01.2017 10:30:00.000,1147.908,1148.499,1147.861,1148.429,193520.0003
03.01.2017 10:35:00.000,1148.398,1148.489,1148.168,1148.252,94680.00200000001
03.01.2017 10:40:00.000,1148.188,1148.468,1148.028,1148.331,142850.00040000002
03.01.2017 10:45:00.000,1148.359,1148.409,1147.791,1147.918,142849.9985
03.01.2017 10:50:00.000,1147.899,1148.151,1147.398,1147.452,104559.99960000001
03.01.2017 10:55:00.000,1147.452,1147.618,1146.708,1146.789,302159.9948
03.01.2017 11:00:00.000,1146.781,1147.518,1146.401,1147.029,351970.00190000003
03.01.2017 11:05:00.000,1147.038,1148.338,1147.018,1147.308,312860.001
03.01.2017 11:10:00.000,1147.318,1147.888,1147.189,1147.488,157679.9975
03.01.2017 11:15:00.000,1147.488,1147.498,1146.518,1146.608,300810.00169999996
03.01.2017 11:20:00.000,1146.598,1146.649,1146.039,1146.618,270300.001
03.01.2017 11:25:00.000,1146.609,1146.719,1146.399,1146.618,221829.99929999997
03.01.2017 11:30:00.000,1146.629,1147.132,1146.502,1147.011,214359.995
03.01.2017 11:35:00.000,1147.028,1147.089,1146.691,1146.839,165269.9987
03.01.2017 11:40:00.000,1146.828,1147.038,1146.709,1146.809,195960.0002
03.01.2017 11:45:00.000,1146.789,1146.919,1146.698,1146.859,178510.00089999998
03.01.2017 11:50:00.000,1146.869,1148.209,1146.799,1147.808,330379.9964
03.01.2017 11:55:00.000,1147.799,1148.789,1147.681,1148.579,265919.99450000003
03.01.2017 12:00:00.000,1148.598,1149.028,1148.559,1148.808,346179.99940000003
03.01.2017 12:05:00.000,1148.789,1148.998,1148.691,1148.772,185580.0012
03.01.2017 12:10:00.000,1148.788,1148.819,1147.989,1148.338,180859.998
03.01.2017 12:15:00.000,1148.338,1149.048,1148.338,1149.048,192739.99339999998
03.01.2017 12:20:00.000,1148.998,1149.058,1148.492,1148.592,154529.9999
03.01.2017 12:25:00.000,1148.559,1148.559,1147.811,1147.921,92740.00110000001
03.01.2017 12:30:00.000,1147.921,1148.121,1147.168,1147.289,226139.99809999997
03.01.2017 12:35:00.000,1147.318,1148.331,1147.278,1148.272,178210.0034
03.01.2017 12:40:00.000,1148.311,1148.758,1148.182,1148.218,129470.0009
03.01.2017 12:45:00.000,1148.209,1148.678,1148.182,1148.579,121929.9995
03.01.2017 12:50:00.000,1148.579,1148.709,1148.181,1148.271,123640.00080000001
03.01.2017 12:55:00.000,1148.271,1148.769,1147.991,1148.679,109279.9995
03.01.2017 13:00:00.000,1148.688,1149.941,1148.528,1149.761,389850.00179999997
03.01.2017 13:05:00.000,1149.788,1151.061,1149.661,1150.609,275610.0035
03.01.2017 13:10:00.000,1150.629,1151.329,1150.198,1150.711,280270.0028
03.01.2017 13:15:00.000,1150.711,1150.799,1150.079,1150.458,246399.9949
03.01.2017 13:20:00.000,1150.458,1150.658,1149.648,1149.839,435340.0022
03.01.2017 13:25:00.000,1149.839,1149.979,1149.299,1149.438,300979.9941
03.01.2017 13:30:00.000,1149.458,1150.778,1149.418,1150.479,249020.00269999998
03.01.2017 13:35:00.000,1150.439,1150.789,1150.328,1150.689,212499.99480000001
03.01.2017 13:40:00.000,1150.689,1150.789,1150.378,1150.489,192999.9999
03.01.2017 13:45:00.000,1150.478,1150.608,1149.989,1150.248,206290.00290000002
03.01.2017 13:50:00.000,1150.241,1150.378,1149.929,1149.931,243339.9968
03.01.2017 13:55:00.000,1149.929,1150.838,1149.829,1150.678,242269.9965
03.01.2017 14:00:00.000,1150.678,1150.988,1150.028,1150.358,320969.9952
03.01.2017 14:05:00.000,1150.389,1150.398,1147.758,1147.758,365539.99779999995
03.01.2017 14:10:00.000,1147.758,1147.859,1146.728,1147.269,467810.00499999995
03.01.2017 14:15:00.000,1147.269,1147.702,1147.068,1147.701,305319.9947
03.01.2017 14:20:00.000,1147.701,1149.748,1147.601,1149.658,356329.9999
03.01.2017 14:25:00.000,1149.678,1150.769,1149.329,1150.528,409349.9966
03.01.2017 14:30:00.000,1150.571,1151.919,1150.518,1151.219,515399.9999
03.01.2017 14:35:00.000,1151.208,1151.908,1150.619,1151.582,346140.00100000005
03.01.2017 14:40:00.000,1151.588,1153.399,1151.231,1153.161,386390.0005
03.01.2017 14:45:00.000,1153.231,1154.899,1152.711,1154.508,530400.008
03.01.2017 14:50:00.000,1154.502,1155.551,1154.502,1154.908,474879.995
03.01.2017 14:55:00.000,1154.892,1154.952,1153.541,1153.741,387260.00120000006
03.01.2017 15:00:00.000,1153.642,1153.741,1149.129,1149.578,522560.00039999996
03.01.2017 15:05:00.000,1149.578,1150.288,1148.508,1149.389,666779.9876000001
03.01.2017 15:10:00.000,1149.389,1149.389,1147.861,1148.429,663180.0009999999
03.01.2017 15:15:00.000,1148.419,1150.631,1148.358,1150.439,666549.9955
03.01.2017 15:20:00.000,1150.419,1151.139,1149.798,1149.938,546050.0047
